"@timestamp",cId,StartTs,Duration
"2023-06-09T21:18:14.388739363Z",117,1686345491388,2960
"2023-06-09T21:18:14.388737827Z",117,1686345491388,2960
"2023-06-09T21:18:14.388736251Z",117,1686345491388,2960
"2023-06-09T21:18:14.388734619Z",117,1686345491388,2960
"2023-06-09T21:18:14.388733010Z",117,1686345491388,2959
"2023-06-09T21:18:14.388717813Z",117,1686345491388,2890
"2023-06-09T21:18:14.388692450Z",117,1686345491388,2183
"2023-06-09T21:18:14.388686078Z",117,1686345491388,2161
"2023-06-09T21:18:14.388684562Z",117,1686345491388,2159
"2023-06-09T21:18:14.388678252Z",117,1686345491388,2154
"2023-06-09T21:18:14.388676550Z",117,1686345491388,2152
"2023-06-09T21:18:14.388671852Z",117,1686345491388,2145
"2023-06-09T21:18:14.388667123Z",117,1686345491388,2144
"2023-06-09T21:18:14.388662150Z",117,1686345491388,2139
"2023-06-09T21:18:14.388658837Z",117,1686345491388,2138
"2023-06-09T21:18:14.388657018Z",117,1686345491388,2136
"2023-06-09T21:18:14.388650397Z",117,1686345491388,2130
"2023-06-09T21:18:14.301458297Z",117,1686345491388,2888
"2023-06-09T21:18:14.301439446Z",117,1686345491388,2497
"2023-06-09T21:18:14.301436301Z",117,1686345491388,2495
"2023-06-09T21:18:14.301427101Z",117,1686345491388,2225
"2023-06-09T21:18:14.301423917Z",117,1686345491388,2220
"2023-06-09T21:18:14.301420268Z",117,1686345491388,2207
"2023-06-09T21:18:14.301410567Z",117,1686345491388,2181
"2023-06-09T21:18:14.301407451Z",117,1686345491388,2169
"2023-06-09T21:18:14.301401204Z",117,1686345491388,2158
"2023-06-09T21:18:14.301398059Z",117,1686345491388,2154
"2023-06-09T21:18:14.301394954Z",117,1686345491388,2152
"2023-06-09T21:18:14.301388662Z",117,1686345491388,2145
"2023-06-09T21:18:14.301382342Z",117,1686345491388,2141
"2023-06-09T21:18:13.476218032Z",20380,1686345492032,664
"2023-06-09T21:18:13.341346272Z",20380,1686345492032,305
"2023-06-09T21:18:11.499759194Z",20793,1686345490218,971
"2023-06-09T21:18:11.409386510Z",20793,1686345490218,964
"2023-06-09T21:18:10.342796834Z",20425,1686345488728,618
"2023-06-09T21:18:09.459533792Z",20425,1686345488728,617
"2023-06-09T21:18:01.449744230Z",87,1686345480673,544
"2023-06-09T21:18:01.465906612Z",87,1686345480387,554
"2023-06-09T21:18:01.404408908Z",87,1686345479532,551
"2023-06-09T21:18:00.473197874Z",87,1686345479562,529
"2023-06-09T21:17:59.405439126Z",22541,1686345477968,461
